Image,Total Pixels,Tumor Area,Tumor Ratio (%),Tumor Type
IMG000839.jpeg,3636864,82747.0,2.28,Malignant (Ác tính)
IMG000350.jpeg,4653772,8010.5,0.17,Benign (Lành tính)
IMG001057.jpeg,3300804,4725.0,0.14,Benign (Lành tính)
IMG000161.jpeg,824976,17227.0,2.09,Malignant (Ác tính)
IMG001763.jpeg,699600,14834.5,2.12,Malignant (Ác tính)
IMG001480.jpeg,442035,19350.5,4.38,Benign (Lành tính)
IMG001418.jpeg,330150,8821.0,2.67,Benign (Lành tính)
IMG000747.jpeg,676514,2144.0,0.32,Benign (Lành tính)
IMG001650.jpeg,484608,16601.5,3.43,Malignant (Ác tính)
IMG001007.jpeg,2128113,39242.5,1.84,Benign (Lành tính)
IMG001736.jpeg,452790,17434.5,3.85,Benign (Lành tính)
IMG001314.jpeg,6096838,17608.0,0.29,Benign (Lành tính)
IMG001498.jpeg,2600181,112749.0,4.34,Malignant (Ác tính)
IMG000224.jpeg,4788784,92576.5,1.93,Malignant (Ác tính)
IMG000884.jpeg,6429026,17837.5,0.28,Benign (Lành tính)
IMG000441.jpeg,2183024,1357.5,0.06,Benign (Lành tính)
IMG000987.jpeg,3162404,9802.5,0.31,Benign (Lành tính)
IMG001463.jpeg,2441082,116961.0,4.79,Benign (Lành tính)
IMG000331.jpeg,7774464,16631.0,0.21,Benign (Lành tính)
IMG000801.jpeg,298252,1074.0,0.36,Benign (Lành tính)
IMG001353.jpeg,347490,7153.0,2.06,Benign (Lành tính)
IMG001270.jpeg,5518510,2069.5,0.04,Benign (Lành tính)
IMG000466.jpeg,7774464,454723.5,5.85,Malignant (Ác tính)
IMG001297.jpeg,3911530,8931.5,0.23,Benign (Lành tính)
IMG001264.jpeg,4661826,26089.0,0.56,Benign (Lành tính)
IMG000515.jpeg,4121091,1871.5,0.05,Benign (Lành tính)
IMG001199.jpeg,3700008,323058.5,8.73,Benign (Lành tính)
IMG001569.jpeg,487930,2109.5,0.43,Benign (Lành tính)
IMG001351.jpeg,1285958,97867.5,7.61,Malignant (Ác tính)
IMG001283.jpeg,3583233,2138.5,0.06,Benign (Lành tính)
IMG000135.jpeg,418608,29463.5,7.04,Malignant (Ác tính)
IMG000334.jpeg,1462165,784.5,0.05,Benign (Lành tính)
IMG001387.jpeg,445634,22341.0,5.01,Benign (Lành tính)
IMG000738.jpeg,5142445,12469.5,0.24,Benign (Lành tính)
IMG000039.jpeg,755480,20442.0,2.71,Malignant (Ác tính)
IMG000517.jpeg,5143974,66195.0,1.29,Benign (Lành tính)
IMG000684.jpeg,4687556,1906.0,0.04,Benign (Lành tính)
IMG000106.jpeg,394400,9967.0,2.53,Malignant (Ác tính)
IMG000396.jpeg,707388,46220.0,6.53,Benign (Lành tính)
IMG001742.jpeg,1342464,14195.0,1.06,Benign (Lành tính)
IMG000162.jpeg,395115,13071.5,3.31,Malignant (Ác tính)
IMG000578.jpeg,6054171,18301.0,0.3,Benign (Lành tính)
IMG000227.jpeg,4732344,110512.5,2.34,Malignant (Ác tính)
IMG000019.jpeg,5806400,204845.5,3.53,Benign (Lành tính)
IMG000877.jpeg,3051008,792.0,0.03,Benign (Lành tính)
IMG000189.jpeg,553938,6254.0,1.13,Malignant (Ác tính)
IMG000525.jpeg,4715040,33050.5,0.7,Benign (Lành tính)
IMG001362.jpeg,5631608,61807.5,1.1,Benign (Lành tính)
IMG000917.jpeg,2977856,595.5,0.02,Benign (Lành tính)
IMG001402.jpeg,7006896,145310.5,2.07,Malignant (Ác tính)
IMG001662.jpeg,1304320,107696.5,8.26,Benign (Lành tính)
IMG001243.jpeg,1070144,40060.0,3.74,Benign (Lành tính)
IMG001707.jpeg,432000,19122.0,4.43,Benign (Lành tính)
IMG000750.jpeg,6891300,5150.5,0.07,Benign (Lành tính)
IMG000286.jpeg,3951416,1155.5,0.03,Benign (Lành tính)
IMG000274.jpeg,1976000,2304.5,0.12,Benign (Lành tính)
IMG001130.jpeg,3704610,2441.0,0.07,Benign (Lành tính)
IMG000435.jpeg,4193736,32110.5,0.77,Benign (Lành tính)
IMG001774.jpeg,1251328,15425.5,1.23,Benign (Lành tính)
IMG000778.jpeg,5602752,177873.0,3.17,Benign (Lành tính)
IMG001710.jpeg,1208400,3076.5,0.25,Benign (Lành tính)
IMG000375.jpeg,5107752,686077.5,13.43,Benign (Lành tính)
IMG000011.jpeg,11314560,304562.5,2.69,Benign (Lành tính)
IMG000354.jpeg,5131554,15044.0,0.29,Benign (Lành tính)
IMG000156.jpeg,420042,13087.5,3.12,Malignant (Ác tính)
IMG000888.jpeg,8398404,1624.0,0.02,Benign (Lành tính)
IMG000193.jpeg,295295,8717.5,2.95,Malignant (Ác tính)
IMG000040.jpeg,449631,16353.0,3.64,Malignant (Ác tính)
IMG000716.jpeg,3935664,450158.5,11.44,Benign (Lành tính)
IMG001125.jpeg,1089968,556.0,0.05,Benign (Lành tính)
IMG000820.jpeg,471081,6817.5,1.45,Malignant (Ác tính)
IMG001734.jpeg,1106250,1911.0,0.17,Benign (Lành tính)
IMG000463.jpeg,7774464,369627.5,4.75,Malignant (Ác tính)
IMG001808.jpeg,602112,5385.5,0.89,Benign (Lành tính)
IMG000671.jpeg,2195795,74790.0,3.41,Benign (Lành tính)
IMG000060.jpeg,464520,20275.5,4.36,Malignant (Ác tính)
IMG000020.jpeg,6820992,251415.5,3.69,Benign (Lành tính)
IMG000415.jpeg,8772000,223039.0,2.54,Malignant (Ác tính)
IMG001663.jpeg,864256,91720.5,10.61,Benign (Lành tính)
IMG001430.jpeg,3509892,172237.5,4.91,Malignant (Ác tính)
IMG000126.jpeg,467400,18994.0,4.06,Malignant (Ác tính)
IMG000769.jpeg,4963158,2209.5,0.04,Benign (Lành tính)
IMG000485.jpeg,6527896,160390.0,2.46,Benign (Lành tính)
IMG000920.jpeg,3908304,926.0,0.02,Benign (Lành tính)
IMG001181.jpeg,4731790,13420.5,0.28,Benign (Lành tính)
IMG001538.jpeg,1644960,55487.0,3.37,Malignant (Ác tính)
IMG001192.jpeg,3885358,54670.0,1.41,Benign (Lành tính)
IMG001372.jpeg,555770,4521.5,0.81,Benign (Lành tính)
IMG000333.jpeg,4974585,527263.5,10.6,Malignant (Ác tính)
IMG001687.jpeg,1210368,84620.0,6.99,Benign (Lành tính)
IMG000771.jpeg,2344320,1824.5,0.08,Benign (Lành tính)
IMG000477.jpeg,6124640,610479.5,9.97,Benign (Lành tính)
IMG001608.jpeg,1219074,37264.0,3.06,Benign (Lành tính)
IMG000815.jpeg,484608,1870.5,0.39,Benign (Lành tính)
IMG001797.jpeg,794250,37372.5,4.71,Benign (Lành tính)
IMG000036.jpeg,662587,23972.0,3.62,Malignant (Ác tính)
IMG000217.jpeg,3931208,173570.0,4.42,Malignant (Ác tính)
IMG000382.jpeg,6191344,16835.5,0.27,Benign (Lành tính)
IMG000026.jpeg,7774464,256903.5,3.3,Benign (Lành tính)
IMG001610.jpeg,5856264,48260.0,0.82,Benign (Lành tính)
IMG000695.jpeg,7415808,17377.5,0.23,Benign (Lành tính)
IMG001148.jpeg,1786668,636.5,0.04,Benign (Lành tính)
IMG001464.jpeg,5072960,182976.5,3.61,Benign (Lành tính)
IMG000080.jpeg,594090,6702.5,1.13,Malignant (Ác tính)
IMG000300.jpeg,2617768,6036.5,0.23,Benign (Lành tính)
IMG000008.jpeg,2650000,61068.0,2.3,Malignant (Ác tính)
IMG000136.jpeg,420755,34458.0,8.19,Malignant (Ác tính)
IMG001182.jpeg,5026564,471339.5,9.38,Benign (Lành tính)
IMG000905.jpeg,3021942,5915.0,0.2,Benign (Lành tính)
IMG000395.jpeg,832818,48791.5,5.86,Benign (Lành tính)
IMG000290.jpeg,4777344,65851.5,1.38,Malignant (Ác tính)
IMG001228.jpeg,8485569,344711.5,4.06,Benign (Lành tính)
IMG001772.jpeg,442368,30609.5,6.92,Benign (Lành tính)
IMG000358.jpeg,818988,306.0,0.04,Benign (Lành tính)
IMG000729.jpeg,1531152,10549.5,0.69,Benign (Lành tính)
IMG000904.jpeg,3706440,1484.5,0.04,Benign (Lành tính)
IMG001069.jpeg,5314896,1087.5,0.02,Benign (Lành tính)
IMG001804.jpeg,1335296,4208.5,0.32,Malignant (Ác tính)
IMG000586.jpeg,7774464,3183.5,0.04,Benign (Lành tính)
IMG000686.jpeg,5681104,28488.0,0.5,Benign (Lành tính)
IMG000775.jpeg,2629960,26099.0,0.99,Benign (Lành tính)
IMG001001.jpeg,3859218,95083.5,2.46,Benign (Lành tính)
IMG001041.jpeg,4191520,45545.5,1.09,Benign (Lành tính)
IMG001481.jpeg,440325,24881.5,5.65,Benign (Lành tính)
IMG000787.jpeg,825240,13254.5,1.61,Benign (Lành tính)
IMG000140.jpeg,604580,22597.5,3.74,Malignant (Ác tính)
IMG000394.jpeg,1164508,136647.5,11.73,Benign (Lành tính)
IMG000676.jpeg,1847500,46158.0,2.5,Benign (Lành tính)
IMG000824.jpeg,520613,401.0,0.08,Benign (Lành tính)
IMG001594.jpeg,4124960,56533.5,1.37,Benign (Lành tính)
IMG001042.jpeg,2356096,1405.5,0.06,Benign (Lành tính)
IMG000053.jpeg,513450,49907.0,9.72,Malignant (Ác tính)
IMG000977.jpeg,4098598,69872.0,1.7,Benign (Lành tính)
IMG000677.jpeg,6192336,108009.5,1.74,Benign (Lành tính)
IMG000371.jpeg,5993664,33553.5,0.56,Benign (Lành tính)
IMG001257.jpeg,2080736,2333.0,0.11,Benign (Lành tính)
IMG000091.jpeg,404736,16982.5,4.2,Malignant (Ác tính)
IMG001278.jpeg,3876620,21494.5,0.55,Benign (Lành tính)
IMG001166.jpeg,5429248,31890.5,0.59,Benign (Lành tính)
IMG001084.jpeg,3555536,25592.5,0.72,Benign (Lành tính)
IMG001236.jpeg,3711050,87016.5,2.34,Benign (Lành tính)
IMG000104.jpeg,400670,19058.5,4.76,Malignant (Ác tính)
IMG000764.jpeg,2736434,1726.5,0.06,Benign (Lành tính)
IMG001781.jpeg,868352,3222.0,0.37,Benign (Lành tính)
IMG000707.jpeg,3292738,20013.0,0.61,Benign (Lành tính)
IMG001675.jpeg,364506,68110.0,18.69,Malignant (Ác tính)
IMG001473.jpeg,7368480,90715.0,1.23,Benign (Lành tính)
IMG001149.jpeg,2439844,16905.0,0.69,Benign (Lành tính)
IMG000481.jpeg,4233015,4260.0,0.1,Benign (Lành tính)
IMG000837.jpeg,1844124,10848.0,0.59,Benign (Lành tính)
IMG000919.jpeg,3961462,782.5,0.02,Benign (Lành tính)
IMG000700.jpeg,9542400,5369.0,0.06,Benign (Lành tính)
IMG000388.jpeg,1317500,897.5,0.07,Benign (Lành tính)
IMG001595.jpeg,291875,9326.0,3.2,Benign (Lành tính)
IMG001406.jpeg,7036398,118096.0,1.68,Benign (Lành tính)
IMG000419.jpeg,7640640,19186.5,0.25,Benign (Lành tính)
IMG000909.jpeg,2914626,369.0,0.01,Benign (Lành tính)
IMG001354.jpeg,1112958,90001.0,8.09,Benign (Lành tính)
IMG001408.jpeg,427800,45849.0,10.72,Malignant (Ác tính)
IMG001829.jpeg,1341440,26405.5,1.97,Benign (Lành tính)
IMG001135.jpeg,2609600,32950.5,1.26,Benign (Lành tính)
IMG000166.jpeg,371826,19236.5,5.17,Malignant (Ác tính)
IMG000434.jpeg,4465760,15857.5,0.36,Benign (Lành tính)
IMG000027.jpeg,7774464,282531.5,3.63,Malignant (Ác tính)
IMG000666.jpeg,2436600,29972.5,1.23,Benign (Lành tính)
IMG001056.jpeg,4084441,16753.0,0.41,Benign (Lành tính)
IMG000739.jpeg,4087600,2440.0,0.06,Benign (Lành tính)
IMG001572.jpeg,730620,3373.5,0.46,Benign (Lành tính)
IMG001714.jpeg,352272,20516.5,5.82,Benign (Lành tính)
IMG001346.jpeg,2662720,293547.0,11.02,Benign (Lành tính)
IMG001238.jpeg,3711050,87952.5,2.37,Benign (Lành tính)
IMG001073.jpeg,2277720,7809.5,0.34,Benign (Lành tính)
IMG000298.jpeg,3529216,99252.5,2.81,Benign (Lành tính)
IMG000765.jpeg,8366400,16726.5,0.2,Benign (Lành tính)
IMG000130.jpeg,529100,11610.5,2.19,Malignant (Ác tính)
IMG001115.jpeg,4260096,2478.5,0.06,Benign (Lành tính)
IMG000679.jpeg,1128960,1256.0,0.11,Benign (Lành tính)
IMG000816.jpeg,541502,24384.5,4.5,Benign (Lành tính)
IMG000826.jpeg,532171,1042.5,0.2,Benign (Lành tính)
IMG001648.jpeg,1088512,1008.0,0.09,Benign (Lành tính)
IMG001489.jpeg,1476939,38349.0,2.6,Benign (Lành tính)
IMG001494.jpeg,878620,22257.5,2.53,Malignant (Ác tính)
IMG000236.jpeg,3875040,9789.0,0.25,Benign (Lành tính)
IMG000534.jpeg,5296048,59999.5,1.13,Benign (Lành tính)
IMG001823.jpeg,869440,9845.5,1.13,Benign (Lành tính)
IMG001625.jpeg,1637820,72400.5,4.42,Malignant (Ác tính)
IMG001258.jpeg,3794096,5310.5,0.14,Benign (Lành tính)
IMG000913.jpeg,3706440,145917.0,3.94,Benign (Lành tính)
IMG000734.jpeg,3528057,12292.0,0.35,Benign (Lành tính)
IMG000068.jpeg,301796,11243.5,3.73,Malignant (Ác tính)
IMG001104.jpeg,8305924,215042.5,2.59,Benign (Lành tính)
IMG000711.jpeg,3530016,956.5,0.03,Benign (Lành tính)
IMG000926.jpeg,2374675,3156.5,0.13,Benign (Lành tính)
IMG000789.jpeg,690432,18663.0,2.7,Benign (Lành tính)
IMG000432.jpeg,4959360,5499.0,0.11,Benign (Lành tính)
IMG000318.jpeg,7126560,48863.0,0.69,Benign (Lành tính)
IMG001392.jpeg,6356480,79186.5,1.25,Benign (Lành tính)
IMG001382.jpeg,751640,28285.5,3.76,Benign (Lành tính)
IMG000699.jpeg,4086680,10936.0,0.27,Benign (Lành tính)
IMG001817.jpeg,1196032,28184.5,2.36,Malignant (Ác tính)
IMG000939.jpeg,2938320,15375.0,0.52,Benign (Lành tính)
IMG000311.jpeg,7727720,3650.5,0.05,Benign (Lành tính)
IMG000606.jpeg,5523840,13941.0,0.25,Benign (Lành tính)
IMG001438.jpeg,4845420,874403.0,18.05,Benign (Lành tính)
IMG000627.jpeg,4966200,3595.0,0.07,Benign (Lành tính)
IMG001677.jpeg,773120,18531.5,2.4,Benign (Lành tính)
IMG000892.jpeg,3138048,2855.5,0.09,Benign (Lành tính)
IMG000154.jpeg,467832,9329.5,1.99,Malignant (Ác tính)
IMG001343.jpeg,6781310,1463.5,0.02,Benign (Lành tính)
IMG000719.jpeg,3847938,346934.0,9.02,Benign (Lành tính)
IMG001857.jpeg,1341440,2805.0,0.21,Benign (Lành tính)
IMG000808.jpeg,516570,9418.5,1.82,Benign (Lành tính)
IMG000663.jpeg,7126776,605060.0,8.49,Benign (Lành tính)
IMG001733.jpeg,547074,4916.5,0.9,Benign (Lành tính)
IMG000574.jpeg,4886191,389486.5,7.97,Benign (Lành tính)
IMG001708.jpeg,835848,17944.0,2.15,Benign (Lành tính)
IMG001642.jpeg,903168,195191.5,21.61,Benign (Lành tính)
IMG001127.jpeg,2380800,6314.0,0.27,Benign (Lành tính)
IMG000662.jpeg,7794096,712693.5,9.14,Benign (Lành tính)
IMG000131.jpeg,409200,34184.0,8.35,Malignant (Ác tính)
IMG001061.jpeg,2433040,24437.5,1.0,Benign (Lành tính)
IMG000344.jpeg,6111680,15514.0,0.25,Benign (Lành tính)
IMG001603.jpeg,477481,12251.5,2.57,Benign (Lành tính)
IMG000914.jpeg,3706440,164037.0,4.43,Benign (Lành tính)
IMG000398.jpeg,4538512,670921.0,14.78,Benign (Lành tính)
IMG000416.jpeg,4606560,6845.0,0.15,Benign (Lành tính)
IMG000949.jpeg,1866507,915.0,0.05,Benign (Lành tính)
IMG001334.jpeg,5359232,9354.0,0.17,Benign (Lành tính)
IMG001746.jpeg,773120,14674.5,1.9,Benign (Lành tính)
IMG001045.jpeg,3920076,13852.0,0.35,Benign (Lành tính)
IMG001831.jpeg,279552,3034.0,1.09,Benign (Lành tính)
IMG001302.jpeg,3724880,301053.0,8.08,Benign (Lành tính)
IMG001404.jpeg,2253905,22026.0,0.98,Benign (Lành tính)
IMG001117.jpeg,4493510,10634.5,0.24,Benign (Lành tính)
IMG000402.jpeg,7012917,1618045.0,23.07,Benign (Lành tính)
IMG000870.jpeg,3700008,1182.0,0.03,Benign (Lành tính)
IMG001504.jpeg,509151,93327.5,18.33,Malignant (Ác tính)
IMG001657.jpeg,1037312,21514.5,2.07,Malignant (Ác tính)
IMG000504.jpeg,7774464,38715.5,0.5,Benign (Lành tính)
IMG001653.jpeg,1315840,3674.0,0.28,Benign (Lành tính)
IMG000313.jpeg,3306681,1658.0,0.05,Benign (Lành tính)
IMG001820.jpeg,1087680,7491.5,0.69,Benign (Lành tính)
IMG000124.jpeg,527260,90127.5,17.09,Malignant (Ác tính)
IMG000468.jpeg,3623920,51261.0,1.41,Benign (Lành tính)
IMG001078.jpeg,2495935,26795.5,1.07,Benign (Lành tính)
IMG001229.jpeg,6411024,260231.0,4.06,Benign (Lành tính)
IMG000880.jpeg,2777664,454413.0,16.36,Benign (Lành tính)
IMG001605.jpeg,164430,3721.0,2.26,Benign (Lành tính)
IMG000258.jpeg,9982351,15541.0,0.16,Benign (Lành tính)
IMG000454.jpeg,3461792,7670.5,0.22,Benign (Lành tính)
IMG001531.jpeg,527516,11979.0,2.27,Benign (Lành tính)
IMG001322.jpeg,6769542,372.0,0.01,Benign (Lành tính)
IMG001035.jpeg,3701830,1436.5,0.04,Benign (Lành tính)
IMG001523.jpeg,1991808,10506.5,0.53,Benign (Lành tính)
IMG000185.jpeg,511064,36579.0,7.16,Malignant (Ác tính)
IMG001435.jpeg,2430388,134084.5,5.52,Benign (Lành tính)
IMG001724.jpeg,1233000,10867.5,0.88,Benign (Lành tính)
IMG001071.jpeg,3680110,16372.5,0.44,Benign (Lành tính)
IMG001240.jpeg,3219392,4552.0,0.14,Benign (Lành tính)
IMG000531.jpeg,5836224,5142.5,0.09,Benign (Lành tính)
IMG000380.jpeg,5667504,6675.0,0.12,Benign (Lành tính)
IMG000937.jpeg,3066588,74453.0,2.43,Benign (Lành tính)
IMG000635.jpeg,2772732,1449.0,0.05,Benign (Lành tính)
IMG001835.jpeg,1335296,28934.0,2.17,Benign (Lành tính)
IMG000491.jpeg,2926476,1813.0,0.06,Benign (Lành tính)
IMG000291.jpeg,4720436,4111.0,0.09,Benign (Lành tính)
IMG000643.jpeg,7774464,9270.0,0.12,Benign (Lành tính)
IMG000878.jpeg,3808188,14907.0,0.39,Benign (Lành tính)
IMG000245.jpeg,7353834,73920.0,1.01,Benign (Lành tính)
IMG001534.jpeg,1860768,45255.5,2.43,Malignant (Ác tính)
